"Event","End Time","Group","Start Time","Latency","Duration","Notes"
"Self-Directed","2025-07-09T21:12:42.900000+00:00","Behavior Group 1","2025-07-09T21:12:28+00:00",0.0,14.9,""
"Passive","2025-07-09T21:12:45.700000+00:00","Behavior Group 1","2025-07-09T21:12:42.900000+00:00",14.9,2.8,""
"Self-Directed","2025-07-09T21:12:51.800000+00:00","Behavior Group 1","2025-07-09T21:12:45.700000+00:00",17.7,6.1,""
"Isolation","2025-07-09T21:12:53.700000+00:00","Behavior Group 2","2025-07-09T21:12:28+00:00",0.0,25.7,""
"Approach","2025-07-09T21:12:53.700000+00:00","","2025-07-09T21:12:53.700000+00:00",25.7,0.0,""
"Locomotion","2025-07-09T21:13:24.200000+00:00","Behavior Group 1","2025-07-09T21:12:51.800000+00:00",23.8,32.4,""
"Proximity","2025-07-09T21:13:28.800000+00:00","Behavior Group 2","2025-07-09T21:12:53.700000+00:00",25.7,35.1,""
"Self-Directed","2025-07-09T21:13:29.900000+00:00","Behavior Group 1","2025-07-09T21:13:24.200000+00:00",56.2,5.7,""
"Social Contact","2025-07-09T21:13:29.900000+00:00","Behavior Group 2","2025-07-09T21:13:28.800000+00:00",60.8,1.1,""
"Withdraw","2025-07-09T21:13:29.900000+00:00","","2025-07-09T21:13:29.900000+00:00",61.9,0.0,""
"Locomotion","2025-07-09T21:13:30.500000+00:00","Behavior Group 1","2025-07-09T21:13:29.900000+00:00",61.9,0.6,""
"Passive","2025-07-09T21:13:34.900000+00:00","Behavior Group 1","2025-07-09T21:13:30.500000+00:00",62.5,4.4,""
"Proximity","2025-07-09T21:13:39.100000+00:00","Behavior Group 2","2025-07-09T21:13:29.900000+00:00",61.9,9.2,""
"Self-Directed","2025-07-09T21:13:39.699000+00:00","Behavior Group 1","2025-07-09T21:13:34.900000+00:00",66.9,4.799,""
"Social Contact","2025-07-09T21:13:40.100000+00:00","Behavior Group 2","2025-07-09T21:13:39.100000+00:00",71.1,1.0,""
"Withdraw","2025-07-09T21:13:40.100000+00:00","","2025-07-09T21:13:40.100000+00:00",72.1,0.0,""
"Locomotion","2025-07-09T21:13:49.300000+00:00","Behavior Group 1","2025-07-09T21:13:39.699000+00:00",71.699,9.601,""
"Proximity","2025-07-09T21:13:49.300000+00:00","Behavior Group 2","2025-07-09T21:13:40.100000+00:00",72.1,9.2,""
"Withdraw","2025-07-09T21:13:49.300000+00:00","","2025-07-09T21:13:49.300000+00:00",81.3,0.0,""
"Isolation","2025-07-09T21:13:53.100000+00:00","Behavior Group 2","2025-07-09T21:13:49.300000+00:00",81.3,3.8,""
"Proximity","2025-07-09T21:13:54.400000+00:00","Behavior Group 2","2025-07-09T21:13:53.100000+00:00",85.1,1.3,""
"Self-Directed","2025-07-09T21:13:55.400000+00:00","Behavior Group 1","2025-07-09T21:13:49.300000+00:00",81.3,6.1,""
"Locomotion","2025-07-09T21:13:56.100000+00:00","Behavior Group 1","2025-07-09T21:13:55.400000+00:00",87.4,0.7,""
"Social Contact","2025-07-09T21:13:57.400000+00:00","Behavior Group 2","2025-07-09T21:13:54.400000+00:00",86.4,3.0,""
"Proximity","2025-07-09T21:13:59.800000+00:00","Behavior Group 2","2025-07-09T21:13:57.400000+00:00",89.4,2.4,""
"Passive","2025-07-09T21:14:00.200000+00:00","Behavior Group 1","2025-07-09T21:13:56.100000+00:00",88.1,4.1,""
"Withdraw","2025-07-09T21:14:00.800000+00:00","","2025-07-09T21:14:00.800000+00:00",92.8,0.0,""
"Social Contact","2025-07-09T21:14:00.800000+00:00","Behavior Group 2","2025-07-09T21:13:59.800000+00:00",91.8,1.0,""
"Locomotion","2025-07-09T21:14:01.500000+00:00","Behavior Group 1","2025-07-09T21:14:00.200000+00:00",92.2,1.3,""
"Proximity","2025-07-09T21:14:10+00:00","Behavior Group 2","2025-07-09T21:14:00.800000+00:00",92.8,9.2,""
"Passive","2025-07-09T21:14:10.500000+00:00","Behavior Group 1","2025-07-09T21:14:01.500000+00:00",93.5,9.0,""
"Social Contact","2025-07-09T21:14:11+00:00","Behavior Group 2","2025-07-09T21:14:10+00:00",102.0,1.0,""
"Withdraw","2025-07-09T21:14:11+00:00","","2025-07-09T21:14:11+00:00",103.0,0.0,""
