"Event","End Time","Group","Start Time","Latency","Duration","Notes"
"Proximity","2025-06-05T19:42:51+00:00","Behavior Group 2","2025-06-05T19:42:26+00:00",0.0,25.0,""
"Passive","2025-06-05T19:42:51.400000+00:00","Behavior Group 1","2025-06-05T19:42:26+00:00",0.0,25.4,""
"Locomotion","2025-06-05T19:42:52.400000+00:00","Behavior Group 1","2025-06-05T19:42:51.400000+00:00",25.4,1.0,""
"Social Contact","2025-06-05T19:42:53.600000+00:00","Behavior Group 2","2025-06-05T19:42:51+00:00",25.0,2.6,""
"Proximity","2025-06-05T19:42:56.500000+00:00","Behavior Group 2","2025-06-05T19:42:53.600000+00:00",27.6,2.9,""
"Passive","2025-06-05T19:42:56.800000+00:00","Behavior Group 1","2025-06-05T19:42:52.400000+00:00",26.4,4.4,""
"Social Contact","2025-06-05T19:42:58.100000+00:00","Behavior Group 2","2025-06-05T19:42:56.500000+00:00",30.5,1.6,""
"Locomotion","2025-06-05T19:42:58.100000+00:00","Behavior Group 1","2025-06-05T19:42:56.800000+00:00",30.8,1.3,""
"Withdraw","2025-06-05T19:42:58.100000+00:00","","2025-06-05T19:42:58.100000+00:00",32.1,0.0,""
"Proximity","2025-06-05T19:43:05.900000+00:00","Behavior Group 2","2025-06-05T19:42:58.100000+00:00",32.1,7.8,""
"Passive","2025-06-05T19:43:07.700000+00:00","Behavior Group 1","2025-06-05T19:42:58.100000+00:00",32.1,9.6,""
"Social Contact","2025-06-05T19:43:08.700000+00:00","Behavior Group 2","2025-06-05T19:43:05.900000+00:00",39.9,2.8,""
"Withdraw","2025-06-05T19:43:08.700000+00:00","","2025-06-05T19:43:08.700000+00:00",42.7,0.0,""
"Locomotion","2025-06-05T19:43:08.700000+00:00","Behavior Group 1","2025-06-05T19:43:07.700000+00:00",41.7,1.0,""
"Proximity","2025-06-05T19:43:13.600000+00:00","Behavior Group 2","2025-06-05T19:43:08.700000+00:00",42.7,4.9,""
"Social Contact","2025-06-05T19:43:16.400000+00:00","Behavior Group 2","2025-06-05T19:43:13.600000+00:00",47.6,2.8,""
"Proximity","2025-06-05T19:43:20.400000+00:00","Behavior Group 2","2025-06-05T19:43:16.400000+00:00",50.4,4.0,""
