"Event","End Time","Group","Start Time","Latency","Duration","Notes"
"Proximity","2024-01-16T19:06:40+00:00","Behavior Group 2","2024-01-16T19:06:40+00:00",0.0,0.0,""
"Passive","2024-01-16T19:07:12.400000+00:00","Behavior Group 1","2024-01-16T19:06:40+00:00",0.0,32.4,""
"Locomotion","2024-01-16T19:07:14.400000+00:00","Behavior Group 1","2024-01-16T19:07:12.400000+00:00",32.4,2.0,""
"Passive","2024-01-16T19:08:41.500000+00:00","Behavior Group 1","2024-01-16T19:07:14.400000+00:00",34.4,87.1,""
"Locomotion","2024-01-16T19:08:44.700000+00:00","Behavior Group 1","2024-01-16T19:08:41.500000+00:00",121.5,3.2,""
"Passive","2024-01-16T19:09:26+00:00","Behavior Group 1","2024-01-16T19:08:44.700000+00:00",124.7,41.3,""
"Locomotion","2024-01-16T19:09:29.200000+00:00","Behavior Group 1","2024-01-16T19:09:26+00:00",166.0,3.2,""
"Passive","2024-01-16T19:09:35.800000+00:00","Behavior Group 1","2024-01-16T19:09:29.200000+00:00",169.2,6.6,""
"Locomotion","2024-01-16T19:09:40.200000+00:00","Behavior Group 1","2024-01-16T19:09:35.800000+00:00",175.8,4.4,""
"Passive","2024-01-16T19:10:05.300000+00:00","Behavior Group 1","2024-01-16T19:09:40.200000+00:00",180.2,25.1,""
"Locomotion","2024-01-16T19:10:07.800000+00:00","Behavior Group 1","2024-01-16T19:10:05.300000+00:00",205.3,2.5,""
"Passive","2024-01-16T19:10:11.700000+00:00","Behavior Group 1","2024-01-16T19:10:07.800000+00:00",207.8,3.9,""
"Locomotion","2024-01-16T19:10:17.200000+00:00","Behavior Group 1","2024-01-16T19:10:11.700000+00:00",211.7,5.5,""
"Passive","2024-01-16T19:11:23.600000+00:00","Behavior Group 1","2024-01-16T19:10:17.200000+00:00",217.2,66.4,""
"Manipulation","2024-01-16T19:11:28.400000+00:00","Behavior Group 1","2024-01-16T19:11:23.600000+00:00",283.6,4.8,""
"Passive","2024-01-16T19:11:42.300000+00:00","Behavior Group 1","2024-01-16T19:11:28.400000+00:00",288.4,13.9,""
"Locomotion","2024-01-16T19:11:48.400000+00:00","Behavior Group 1","2024-01-16T19:11:42.300000+00:00",302.3,6.1,""
"Passive","2024-01-16T19:11:56.400000+00:00","Behavior Group 1","2024-01-16T19:11:48.400000+00:00",308.4,8.0,""
"Isolation","2024-01-16T19:11:58+00:00","Behavior Group 2","2024-01-16T19:06:40+00:00",0.0,318.0,""
"Approach","2024-01-16T19:11:58+00:00","","2024-01-16T19:11:58+00:00",318.0,0.0,""
"Proximity","2024-01-16T19:12:02.300000+00:00","Behavior Group 2","2024-01-16T19:11:58+00:00",318.0,4.3,""
"Withdraw","2024-01-16T19:12:02.300000+00:00","","2024-01-16T19:12:02.300000+00:00",322.3,0.0,""
"Locomotion","2024-01-16T19:12:04.300000+00:00","Behavior Group 1","2024-01-16T19:11:56.400000+00:00",316.4,7.9,""
"Passive","2024-01-16T19:13:04.900000+00:00","Behavior Group 1","2024-01-16T19:12:04.300000+00:00",324.3,60.6,""
"Locomotion","2024-01-16T19:13:08.300000+00:00","Behavior Group 1","2024-01-16T19:13:04.900000+00:00",384.9,3.4,""
"Passive","2024-01-16T19:13:39.100000+00:00","Behavior Group 1","2024-01-16T19:13:08.300000+00:00",388.3,30.8,""
"Locomotion","2024-01-16T19:13:41.900000+00:00","Behavior Group 1","2024-01-16T19:13:39.100000+00:00",419.1,2.8,""
"Passive","2024-01-16T19:13:50.500000+00:00","Behavior Group 1","2024-01-16T19:13:41.900000+00:00",421.9,8.6,""
"Locomotion","2024-01-16T19:13:54+00:00","Behavior Group 1","2024-01-16T19:13:50.500000+00:00",430.5,3.5,""
"Passive","2024-01-16T19:14:11.900000+00:00","Behavior Group 1","2024-01-16T19:13:54+00:00",434.0,17.9,""
"Locomotion","2024-01-16T19:14:21.500000+00:00","Behavior Group 1","2024-01-16T19:14:11.900000+00:00",451.9,9.6,""
"Passive","2024-01-16T19:15:19.900000+00:00","Behavior Group 1","2024-01-16T19:14:21.500000+00:00",461.5,58.4,""
"Locomotion","2024-01-16T19:15:22.200000+00:00","Behavior Group 1","2024-01-16T19:15:19.900000+00:00",519.9,2.3,""
"Passive","2024-01-16T19:15:34.100000+00:00","Behavior Group 1","2024-01-16T19:15:22.200000+00:00",522.2,11.9,""
"Locomotion","2024-01-16T19:15:38.100000+00:00","Behavior Group 1","2024-01-16T19:15:34.100000+00:00",534.1,4.0,""
"Passive","2024-01-16T19:16:00.700000+00:00","Behavior Group 1","2024-01-16T19:15:38.100000+00:00",538.1,22.6,""
"Locomotion","2024-01-16T19:16:03.400000+00:00","Behavior Group 1","2024-01-16T19:16:00.700000+00:00",560.7,2.7,""
"Passive","2024-01-16T19:16:11.400000+00:00","Behavior Group 1","2024-01-16T19:16:03.400000+00:00",563.4,8.0,""
"Locomotion","2024-01-16T19:16:16.100000+00:00","Behavior Group 1","2024-01-16T19:16:11.400000+00:00",571.4,4.7,""
