"Event","End Time","Group","Start Time","Latency","Duration","Notes"
"Self Directed","2024-09-23T01:57:51.200000+00:00","Behavior Group 1","2024-09-23T01:57:50.400000+00:00",0.0,0.8,""
"Passive","2024-09-23T01:57:52.677000+00:00","Behavior Group 1","2024-09-23T01:57:51.200000+00:00",0.8,1.477,""
"Self Directed","2024-09-23T01:57:59.511000+00:00","Behavior Group 1","2024-09-23T01:57:52.677000+00:00",2.277,6.834,""
"Passive","2024-09-23T01:58:12.400000+00:00","Behavior Group 1","2024-09-23T01:57:59.511000+00:00",9.111,12.889,""
"Self Directed","2024-09-23T01:58:15.992000+00:00","Behavior Group 1","2024-09-23T01:58:12.400000+00:00",22.0,3.592,""
"Passive","2024-09-23T01:58:20.099000+00:00","Behavior Group 1","2024-09-23T01:58:15.992000+00:00",25.592,4.107,""
"Self Directed","2024-09-23T01:58:30.300000+00:00","Behavior Group 1","2024-09-23T01:58:20.099000+00:00",29.699,10.201,""
"Passive","2024-09-23T01:58:31.900000+00:00","Behavior Group 1","2024-09-23T01:58:30.300000+00:00",39.9,1.6,""
"Self Directed","2024-09-23T01:58:48+00:00","Behavior Group 1","2024-09-23T01:58:31.900000+00:00",41.5,16.1,""
"Proximity","2024-09-23T01:58:49.600000+00:00","Behavior Group 2","2024-09-23T01:57:50.400000+00:00",0.0,59.2,""
"Withdraw","2024-09-23T01:58:49.600000+00:00","","2024-09-23T01:58:49.600000+00:00",59.2,0.0,""
"Passive","2024-09-23T01:58:55.998000+00:00","Behavior Group 1","2024-09-23T01:58:48+00:00",57.6,7.998,""
"Self Directed","2024-09-23T01:58:59+00:00","Behavior Group 1","2024-09-23T01:58:55.998000+00:00",65.598,3.002,""
"Passive","2024-09-23T01:59:04.600000+00:00","Behavior Group 1","2024-09-23T01:58:59+00:00",68.6,5.6,""
"Locomotion","2024-09-23T01:59:06.252000+00:00","Behavior Group 1","2024-09-23T01:59:04.600000+00:00",74.2,1.652,""
"Self Directed","2024-09-23T01:59:09.370000+00:00","Behavior Group 1","2024-09-23T01:59:06.252000+00:00",75.852,3.118,""
"Locomotion","2024-09-23T01:59:11.499000+00:00","Behavior Group 1","2024-09-23T01:59:09.370000+00:00",78.97,2.129,""
"Self Directed","2024-09-23T01:59:15.900000+00:00","Behavior Group 1","2024-09-23T01:59:11.499000+00:00",81.099,4.401,""
"Passive","2024-09-23T01:59:20.699000+00:00","Behavior Group 1","2024-09-23T01:59:15.900000+00:00",85.5,4.799,""
"Self Directed","2024-09-23T01:59:40.800000+00:00","Behavior Group 1","2024-09-23T01:59:20.699000+00:00",90.299,20.101,""
"Passive","2024-09-23T01:59:43+00:00","Behavior Group 1","2024-09-23T01:59:40.800000+00:00",110.4,2.2,""
"Self Directed","2024-09-23T01:59:44.300000+00:00","Behavior Group 1","2024-09-23T01:59:43+00:00",112.6,1.3,""
"Passive","2024-09-23T01:59:51.600000+00:00","Behavior Group 1","2024-09-23T01:59:44.300000+00:00",113.9,7.3,""
"Self Directed","2024-09-23T02:00:12.400000+00:00","Behavior Group 1","2024-09-23T01:59:51.600000+00:00",121.2,20.8,""
"Isolation","2024-09-23T02:00:13.600000+00:00","Behavior Group 2","2024-09-23T01:58:49.600000+00:00",59.2,84.0,""
"Passive","2024-09-23T02:00:13.900000+00:00","Behavior Group 1","2024-09-23T02:00:12.400000+00:00",142.0,1.5,""
"Self Directed","2024-09-23T02:00:15.700000+00:00","Behavior Group 1","2024-09-23T02:00:13.900000+00:00",143.5,1.8,""
"Passive","2024-09-23T02:00:20.517000+00:00","Behavior Group 1","2024-09-23T02:00:15.700000+00:00",145.3,4.817,""
"Self Directed","2024-09-23T02:00:24.795000+00:00","Behavior Group 1","2024-09-23T02:00:20.517000+00:00",150.117,4.278,""
"Passive","2024-09-23T02:00:30.800000+00:00","Behavior Group 1","2024-09-23T02:00:24.795000+00:00",154.395,6.005,""
"Proximity","2024-09-23T02:00:33.900000+00:00","Behavior Group 2","2024-09-23T02:00:13.600000+00:00",143.2,20.3,""
"Self Directed","2024-09-23T02:00:33.900000+00:00","Behavior Group 1","2024-09-23T02:00:30.800000+00:00",160.4,3.1,""
"Social Contact","2024-09-23T02:00:40.200000+00:00","Behavior Group 2","2024-09-23T02:00:33.900000+00:00",163.5,6.3,""
"Passive","2024-09-23T02:00:42.200000+00:00","Behavior Group 1","2024-09-23T02:00:33.900000+00:00",163.5,8.3,""
"Self Directed","2024-09-23T02:00:43.600000+00:00","Behavior Group 1","2024-09-23T02:00:42.200000+00:00",171.8,1.4,""
"Passive","2024-09-23T02:00:51.500000+00:00","Behavior Group 1","2024-09-23T02:00:43.600000+00:00",173.2,7.9,""
"Proximity","2024-09-23T02:00:52.570000+00:00","Behavior Group 2","2024-09-23T02:00:40.200000+00:00",169.8,12.37,""
"Self Directed","2024-09-23T02:00:57.200000+00:00","Behavior Group 1","2024-09-23T02:00:51.500000+00:00",181.1,5.7,""
"Passive","2024-09-23T02:01:00.600000+00:00","Behavior Group 1","2024-09-23T02:00:57.200000+00:00",186.8,3.4,""
"Social Contact","2024-09-23T02:01:07.900000+00:00","Behavior Group 2","2024-09-23T02:00:52.570000+00:00",182.17,15.33,""
"Proximity","2024-09-23T02:01:18.700000+00:00","Behavior Group 2","2024-09-23T02:01:07.900000+00:00",197.5,10.8,""
"Self Directed","2024-09-23T02:01:18.700000+00:00","Behavior Group 1","2024-09-23T02:01:00.600000+00:00",190.2,18.1,""
"Passive","2024-09-23T02:01:22.200000+00:00","Behavior Group 1","2024-09-23T02:01:18.700000+00:00",208.3,3.5,""
"Self Directed","2024-09-23T02:01:26+00:00","Behavior Group 1","2024-09-23T02:01:22.200000+00:00",211.8,3.8,""
"Passive","2024-09-23T02:01:28.700000+00:00","Behavior Group 1","2024-09-23T02:01:26+00:00",215.6,2.7,""
"Self Directed","2024-09-23T02:01:29.700000+00:00","Behavior Group 1","2024-09-23T02:01:28.700000+00:00",218.3,1.0,""
"Passive","2024-09-23T02:01:33+00:00","Behavior Group 1","2024-09-23T02:01:29.700000+00:00",219.3,3.3,""
"Self Directed","2024-09-23T02:01:35.300000+00:00","Behavior Group 1","2024-09-23T02:01:33+00:00",222.6,2.3,""
"Passive","2024-09-23T02:01:47+00:00","Behavior Group 1","2024-09-23T02:01:35.300000+00:00",224.9,11.7,""
"Self Directed","2024-09-23T02:01:49.099000+00:00","Behavior Group 1","2024-09-23T02:01:47+00:00",236.6,2.099,""
