"Event","End Time","Group","Start Time","Latency","Duration","Notes"
"Passive","2025-07-09T21:15:06.300000+00:00","Behavior Group 1","2025-07-09T21:15:02+00:00",0.0,4.3,""
"Proximity","2025-07-09T21:15:10.500000+00:00","Behavior Group 2","2025-07-09T21:15:02+00:00",0.0,8.5,""
"Self-Directed","2025-07-09T21:15:12.300000+00:00","Behavior Group 1","2025-07-09T21:15:06.300000+00:00",4.3,6.0,""
"Social Contact","2025-07-09T21:15:14+00:00","Behavior Group 2","2025-07-09T21:15:10.500000+00:00",8.5,3.5,""
"Proximity","2025-07-09T21:15:25.800000+00:00","Behavior Group 2","2025-07-09T21:15:14+00:00",12.0,11.8,""
"Passive","2025-07-09T21:15:27.900000+00:00","Behavior Group 1","2025-07-09T21:15:12.300000+00:00",10.3,15.6,""
"Self-Directed","2025-07-09T21:15:32.500000+00:00","Behavior Group 1","2025-07-09T21:15:27.900000+00:00",25.9,4.6,""
"Social Contact","2025-07-09T21:15:39.600000+00:00","Behavior Group 2","2025-07-09T21:15:25.800000+00:00",23.8,13.8,""
"Withdraw","2025-07-09T21:15:39.600000+00:00","","2025-07-09T21:15:39.600000+00:00",37.6,0.0,""
"Passive","2025-07-09T21:15:39.900000+00:00","Behavior Group 1","2025-07-09T21:15:32.500000+00:00",30.5,7.4,""
"Self-Directed","2025-07-09T21:15:47.700000+00:00","Behavior Group 1","2025-07-09T21:15:39.900000+00:00",37.9,7.8,""
"Proximity","2025-07-09T21:15:48.200000+00:00","Behavior Group 2","2025-07-09T21:15:39.600000+00:00",37.6,8.6,""
"Social Contact","2025-07-09T21:15:49.300000+00:00","Behavior Group 2","2025-07-09T21:15:48.200000+00:00",46.2,1.1,""
"Passive","2025-07-09T21:16:05.200000+00:00","Behavior Group 1","2025-07-09T21:15:47.700000+00:00",45.7,17.5,""
"Proximity","2025-07-09T21:16:07+00:00","Behavior Group 2","2025-07-09T21:15:49.300000+00:00",47.3,17.7,""
"Social Contact","2025-07-09T21:16:13.400000+00:00","Behavior Group 2","2025-07-09T21:16:07+00:00",65.0,6.4,""
"Self-Directed","2025-07-09T21:16:21.500000+00:00","Behavior Group 1","2025-07-09T21:16:05.200000+00:00",63.2,16.3,""
"Passive","2025-07-09T21:16:32.400000+00:00","Behavior Group 1","2025-07-09T21:16:21.500000+00:00",79.5,10.9,""
"Self-Directed","2025-07-09T21:16:38.500000+00:00","Behavior Group 1","2025-07-09T21:16:32.400000+00:00",90.4,6.1,""
"Passive","2025-07-09T21:16:39.300000+00:00","Behavior Group 1","2025-07-09T21:16:38.500000+00:00",96.5,0.8,""
"Self-Directed","2025-07-09T21:16:47.500000+00:00","Behavior Group 1","2025-07-09T21:16:39.300000+00:00",97.3,8.2,""
"Proximity","2025-07-09T21:16:53.400000+00:00","Behavior Group 2","2025-07-09T21:16:13.400000+00:00",71.4,40.0,""
"Withdraw","2025-07-09T21:16:53.400000+00:00","","2025-07-09T21:16:53.400000+00:00",111.4,0.0,""
"Locomotion","2025-07-09T21:16:54.800000+00:00","Behavior Group 1","2025-07-09T21:16:47.500000+00:00",105.5,7.3,""
"Passive","2025-07-09T21:16:58.800000+00:00","Behavior Group 1","2025-07-09T21:16:54.800000+00:00",112.8,4.0,""
"Self-Directed","2025-07-09T21:17:09.400000+00:00","Behavior Group 1","2025-07-09T21:16:58.800000+00:00",116.8,10.6,""
"Locomotion","2025-07-09T21:17:11.700000+00:00","Behavior Group 1","2025-07-09T21:17:09.400000+00:00",127.4,2.3,""
"Passive","2025-07-09T21:17:17.500000+00:00","Behavior Group 1","2025-07-09T21:17:11.700000+00:00",129.7,5.8,""
"Isolation","2025-07-09T21:17:19.400000+00:00","Behavior Group 2","2025-07-09T21:16:53.400000+00:00",111.4,26.0,""
"Approach","2025-07-09T21:17:19.400000+00:00","","2025-07-09T21:17:19.400000+00:00",137.4,0.0,""
"Locomotion","2025-07-09T21:17:23.900000+00:00","Behavior Group 1","2025-07-09T21:17:17.500000+00:00",135.5,6.4,""
"Self-Directed","2025-07-09T21:17:43.600000+00:00","Behavior Group 1","2025-07-09T21:17:23.900000+00:00",141.9,19.7,""
"Locomotion","2025-07-09T21:17:47.700000+00:00","Behavior Group 1","2025-07-09T21:17:43.600000+00:00",161.6,4.1,""
"Proximity","2025-07-09T21:17:47.700000+00:00","Behavior Group 2","2025-07-09T21:17:19.400000+00:00",137.4,28.3,""
"Withdraw","2025-07-09T21:17:47.700000+00:00","","2025-07-09T21:17:47.700000+00:00",165.7,0.0,""
"Passive","2025-07-09T21:17:48.400000+00:00","Behavior Group 1","2025-07-09T21:17:47.700000+00:00",165.7,0.7,""
"Self-Directed","2025-07-09T21:17:55.100000+00:00","Behavior Group 1","2025-07-09T21:17:48.400000+00:00",166.4,6.7,""
"Passive","2025-07-09T21:17:59.300000+00:00","Behavior Group 1","2025-07-09T21:17:55.100000+00:00",173.1,4.2,""
"Self-Directed","2025-07-09T21:18:06.900000+00:00","Behavior Group 1","2025-07-09T21:17:59.300000+00:00",177.3,7.6,""
"Passive","2025-07-09T21:18:08.500000+00:00","Behavior Group 1","2025-07-09T21:18:06.900000+00:00",184.9,1.6,""
"Isolation","2025-07-09T21:18:10.400000+00:00","Behavior Group 2","2025-07-09T21:17:47.700000+00:00",165.7,22.7,""
"Approach","2025-07-09T21:18:10.400000+00:00","","2025-07-09T21:18:10.400000+00:00",188.4,0.0,""
"Locomotion","2025-07-09T21:18:10.800000+00:00","Behavior Group 1","2025-07-09T21:18:08.500000+00:00",186.5,2.3,""
"Self-Directed","2025-07-09T21:18:19.500000+00:00","Behavior Group 1","2025-07-09T21:18:10.800000+00:00",188.8,8.7,""
"Passive","2025-07-09T21:18:34.100000+00:00","Behavior Group 1","2025-07-09T21:18:19.500000+00:00",197.5,14.6,""
"Self-Directed","2025-07-09T21:18:37.800000+00:00","Behavior Group 1","2025-07-09T21:18:34.100000+00:00",212.1,3.7,""
"Proximity","2025-07-09T21:18:40.200000+00:00","Behavior Group 2","2025-07-09T21:18:10.400000+00:00",188.4,29.8,""
"Passive","2025-07-09T21:18:40.200000+00:00","Behavior Group 1","2025-07-09T21:18:37.800000+00:00",215.8,2.4,""
"Stop Group 1","2025-07-09T21:18:51.500000+00:00","Behavior Group 1","2025-07-09T21:18:40.200000+00:00",218.2,11.3,""
"Receive Groom","2025-07-09T21:18:51.500000+00:00","Behavior Group 3","2025-07-09T21:18:40.200000+00:00",218.2,11.3,""
"Social Contact","2025-07-09T21:18:51.500000+00:00","Behavior Group 2","2025-07-09T21:18:40.200000+00:00",218.2,11.3,""
"Withdraw","2025-07-09T21:18:51.500000+00:00","","2025-07-09T21:18:51.500000+00:00",229.5,0.0,""
"Proximity","2025-07-09T21:18:53.500000+00:00","Behavior Group 2","2025-07-09T21:18:51.500000+00:00",229.5,2.0,""
"Stop Groom","2025-07-09T21:18:53.500000+00:00","Behavior Group 3","2025-07-09T21:18:51.500000+00:00",229.5,2.0,""
"Self-Directed","2025-07-09T21:18:53.500000+00:00","Behavior Group 1","2025-07-09T21:18:51.500000+00:00",229.5,2.0,""
"Stop Group 1","2025-07-09T21:18:54.700000+00:00","Behavior Group 1","2025-07-09T21:18:53.500000+00:00",231.5,1.2,""
"Social Contact","2025-07-09T21:18:56+00:00","Behavior Group 2","2025-07-09T21:18:53.500000+00:00",231.5,2.5,""
"Receive Groom","2025-07-09T21:18:56+00:00","Behavior Group 3","2025-07-09T21:18:53.500000+00:00",231.5,2.5,""
"Proximity","2025-07-09T21:18:58.700000+00:00","Behavior Group 2","2025-07-09T21:18:56+00:00",234.0,2.7,""
"Stop Groom","2025-07-09T21:19:00.500000+00:00","Behavior Group 3","2025-07-09T21:18:56+00:00",234.0,4.5,""
"Self-Directed","2025-07-09T21:19:01.800000+00:00","Behavior Group 1","2025-07-09T21:18:54.700000+00:00",232.7,7.1,""
"Locomotion","2025-07-09T21:19:04.600000+00:00","Behavior Group 1","2025-07-09T21:19:01.800000+00:00",239.8,2.8,""
"Receive Groom","2025-07-09T21:19:07.700000+00:00","Behavior Group 3","2025-07-09T21:19:00.500000+00:00",238.5,7.2,""
"Social Contact","2025-07-09T21:19:07.700000+00:00","Behavior Group 2","2025-07-09T21:18:58.700000+00:00",236.7,9.0,""
"Stop Group 1","2025-07-09T21:19:07.700000+00:00","Behavior Group 1","2025-07-09T21:19:04.600000+00:00",242.6,3.1,""
"Passive","2025-07-09T21:19:08.500000+00:00","Behavior Group 1","2025-07-09T21:19:07.700000+00:00",245.7,0.8,""
"Locomotion","2025-07-09T21:19:10.500000+00:00","Behavior Group 1","2025-07-09T21:19:08.500000+00:00",246.5,2.0,""
"Proximity","2025-07-09T21:19:20.500000+00:00","Behavior Group 2","2025-07-09T21:19:07.700000+00:00",245.7,12.8,""
"Self-Directed","2025-07-09T21:19:22.400000+00:00","Behavior Group 1","2025-07-09T21:19:10.500000+00:00",248.5,11.9,""
"Social Contact","2025-07-09T21:19:25.400000+00:00","Behavior Group 2","2025-07-09T21:19:20.500000+00:00",258.5,4.9,""
"Passive","2025-07-09T21:19:34.900000+00:00","Behavior Group 1","2025-07-09T21:19:22.400000+00:00",260.4,12.5,""
"Proximity","2025-07-09T21:19:39+00:00","Behavior Group 2","2025-07-09T21:19:25.400000+00:00",263.4,13.6,""
"Self-Directed","2025-07-09T21:19:39.200000+00:00","Behavior Group 1","2025-07-09T21:19:34.900000+00:00",272.9,4.3,""
"Social Contact","2025-07-09T21:19:39.700000+00:00","Behavior Group 2","2025-07-09T21:19:39+00:00",277.0,0.7,""
"Withdraw","2025-07-09T21:19:39.700000+00:00","","2025-07-09T21:19:39.700000+00:00",277.7,0.0,""
"Locomotion","2025-07-09T21:19:40.800000+00:00","Behavior Group 1","2025-07-09T21:19:39.200000+00:00",277.2,1.6,""
"Proximity","2025-07-09T21:19:54.200000+00:00","Behavior Group 2","2025-07-09T21:19:39.700000+00:00",277.7,14.5,""
"Social Contact","2025-07-09T21:19:56+00:00","Behavior Group 2","2025-07-09T21:19:54.200000+00:00",292.2,1.8,""
"Proximity","2025-07-09T21:20:01.200000+00:00","Behavior Group 2","2025-07-09T21:19:56+00:00",294.0,5.2,""
"Stop Groom","2025-07-09T21:20:01.200000+00:00","Behavior Group 3","2025-07-09T21:19:07.700000+00:00",245.7,53.5,""
"Receive Groom","2025-07-09T21:20:03.200000+00:00","Behavior Group 3","2025-07-09T21:20:01.200000+00:00",299.2,2.0,""
"Social Contact","2025-07-09T21:20:03.200000+00:00","Behavior Group 2","2025-07-09T21:20:01.200000+00:00",299.2,2.0,""
"Proximity","2025-07-09T21:20:09.600000+00:00","Behavior Group 2","2025-07-09T21:20:03.200000+00:00",301.2,6.4,""
"Self-Directed","2025-07-09T21:20:11.200000+00:00","Behavior Group 1","2025-07-09T21:19:40.800000+00:00",278.8,30.4,""
